,xgb_accuracy,xgb_f1_score,xgb_cohen_kappa,xgb_mcc,rf_accuracy,rf_f1_score,rf_cohen_kappa,rf_mcc,svc_accuracy,svc_f1_score,svc_cohen_kappa,svc_mcc,mlp_accuracy,mlp_f1_score,mlp_cohen_kappa,mlp_mcc,train_count,test_count,actives_count,decoys_count,best_model,best_metric,best_score
O43451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,501,126,57,570,xgb,cohen_kappa,1.0
P04049,0.9894,0.9893,0.9354,0.9356,0.9965,0.9964,0.9785,0.9787,0.9894,0.9895,0.9376,0.9378,0.993,0.9928,0.9561,0.9571,1135,284,129,1290,rf,cohen_kappa,0.9785
P07947,0.9823,0.9814,0.8794,0.8859,0.9823,0.9814,0.8794,0.8859,0.9912,0.9909,0.9426,0.9441,0.9735,0.9728,0.8277,0.829,448,113,51,510,svc,cohen_kappa,0.9426
P09960,0.9928,0.9927,0.955,0.9559,0.994,0.9939,0.9627,0.9634,0.9964,0.9964,0.9784,0.9784,0.9964,0.9964,0.9782,0.9782,3335,834,379,3790,svc,cohen_kappa,0.9784
P05362,0.9865,0.9861,0.9116,0.9152,0.9955,0.9955,0.9719,0.9723,0.9955,0.9955,0.9719,0.9723,0.9955,0.9955,0.9719,0.9723,888,223,101,1010,rf,cohen_kappa,0.9719
P20292,0.9909,0.9906,0.9418,0.9434,0.9868,0.9863,0.9141,0.9174,0.9837,0.9839,0.9031,0.9034,0.9858,0.9857,0.9126,0.9127,3933,984,447,4470,xgb,cohen_kappa,0.9418
P49137,0.983,0.9825,0.8893,0.8921,0.9976,0.9976,0.985,0.9851,0.9927,0.9928,0.956,0.9561,0.9854,0.9851,0.9064,0.9081,1645,412,187,1870,rf,cohen_kappa,0.985
P11802,0.9953,0.995,0.9015,0.9059,0.998,0.998,0.9616,0.9623,0.9964,0.9965,0.9347,0.9362,0.9992,0.9992,0.9839,0.984,14326,3582,484,17424,mlp,cohen_kappa,0.9839
P33527,0.9887,0.9873,0.728,0.7565,0.9944,0.9941,0.8795,0.886,0.9958,0.9957,0.9168,0.9171,0.9944,0.9941,0.8795,0.886,2841,711,96,3456,svc,cohen_kappa,0.9168
Q13224,0.9828,0.979,0.5385,0.607,0.9943,0.994,0.8808,0.8872,0.9897,0.99,0.8182,0.8198,0.9908,0.991,0.8353,0.836,3492,874,118,4248,rf,cohen_kappa,0.8808
O00519,0.9919,0.9918,0.9493,0.9503,0.9884,0.9881,0.9262,0.9279,0.9747,0.9754,0.8552,0.8569,0.9919,0.9918,0.9499,0.9503,7920,1980,900,9000,mlp,cohen_kappa,0.9499
P42261,0.9818,0.9809,0.8791,0.8856,0.9818,0.9809,0.8791,0.8856,0.9515,0.9551,0.7514,0.7648,0.9697,0.9669,0.7843,0.8032,660,165,75,750,xgb,cohen_kappa,0.8791
P37023,0.9808,0.9797,0.8648,0.8728,1.0,1.0,1.0,1.0,0.9904,0.9906,0.9421,0.9437,0.9904,0.9901,0.936,0.9379,413,104,47,470,rf,cohen_kappa,1.0
P32239,0.9942,0.9942,0.9868,0.9868,0.9912,0.9912,0.9803,0.9803,0.9912,0.9912,0.9802,0.9802,0.9883,0.9883,0.9735,0.9738,1368,342,570,1140,xgb,cohen_kappa,0.9868
P30874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,0.9922,0.9826,0.9827,511,128,213,426,xgb,cohen_kappa,1.0
Q00534,0.9972,0.9971,0.9445,0.946,0.9986,0.9986,0.973,0.9733,0.9979,0.9979,0.96,0.9601,0.9986,0.9986,0.973,0.9733,5742,1436,194,6984,rf,cohen_kappa,0.973
P25440,0.991,0.9902,0.7956,0.8128,0.9979,0.9979,0.9589,0.9597,0.9952,0.9953,0.9111,0.9118,0.9972,0.9972,0.9445,0.946,5801,1451,196,7056,rf,cohen_kappa,0.9589
Q12866,0.987,0.987,0.9214,0.9214,0.9935,0.9934,0.9594,0.9602,0.9481,0.9521,0.7365,0.7513,0.9935,0.9934,0.9594,0.9602,616,154,70,700,rf,cohen_kappa,0.9594
P45452,0.9989,0.9989,0.9932,0.9932,0.9982,0.9982,0.9891,0.9891,0.996,0.996,0.9758,0.9759,0.9975,0.9975,0.985,0.985,17855,4464,2029,20290,xgb,cohen_kappa,0.9932
Q13258,0.9976,0.9977,0.986,0.9861,0.9976,0.9976,0.9857,0.9858,0.9929,0.993,0.9581,0.9582,0.9835,0.9828,0.8925,0.8977,1698,425,193,1930,xgb,cohen_kappa,0.986
P46093,1.0,1.0,1.0,1.0,0.9875,0.9871,0.9163,0.9195,1.0,1.0,1.0,1.0,0.975,0.9764,0.8614,0.8698,316,80,36,360,xgb,cohen_kappa,1.0
O14672,0.9929,0.9927,0.9544,0.9554,0.9929,0.9927,0.9544,0.9554,0.9929,0.9929,0.9561,0.9561,0.9964,0.9965,0.9784,0.9787,1117,280,127,1270,mlp,cohen_kappa,0.9784
P11166,0.9655,0.9659,0.9254,0.928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,29,48,96,rf,cohen_kappa,1.0
O75908,0.9951,0.9951,0.9703,0.9707,0.9951,0.9951,0.9703,0.9707,0.9805,0.9809,0.8892,0.8906,0.9951,0.9951,0.9703,0.9707,818,205,93,930,xgb,cohen_kappa,0.9703
P18507,0.9725,0.9589,0.0,0.0,0.978,0.9753,0.4895,0.5062,0.9697,0.9689,0.4055,0.4061,0.9752,0.9712,0.3888,0.4133,1450,363,49,1764,rf,f1_score,0.9753
P11137,0.9904,0.9901,0.936,0.9379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,413,104,47,470,rf,cohen_kappa,1.0
Q9Y2D0,0.9733,0.9601,0.0,0.0,0.992,0.9913,0.8196,0.8332,0.9786,0.9791,0.6081,0.6088,0.9947,0.9945,0.892,0.8933,2989,748,101,3636,mlp,f1_score,0.9945
P13945,0.995,0.9948,0.8949,0.8999,0.9981,0.9981,0.9629,0.9636,0.9981,0.9981,0.9646,0.9646,0.9994,0.9994,0.9879,0.988,6423,1606,217,7812,mlp,cohen_kappa,0.9879
Q9GZT9,0.9935,0.9934,0.9594,0.9602,0.9935,0.9934,0.9594,0.9602,0.9935,0.9935,0.9611,0.9612,0.9935,0.9934,0.9594,0.9602,1839,460,209,2090,svc,cohen_kappa,0.9611
P28472,0.9739,0.9718,0.8099,0.825,0.9652,0.9678,0.8145,0.8289,0.9565,0.9603,0.7767,0.7968,0.9565,0.9555,0.7132,0.7144,457,115,52,520,rf,cohen_kappa,0.8145
O94925,0.9973,0.9972,0.9831,0.9832,0.9982,0.9982,0.9888,0.9889,1.0,1.0,1.0,1.0,0.9982,0.9982,0.989,0.9891,4364,1092,496,4960,svc,cohen_kappa,1.0
Q16769,0.9906,0.9896,0.7811,0.8005,0.9969,0.9968,0.9359,0.9378,0.9961,0.9962,0.9276,0.9284,0.9969,0.9968,0.9378,0.9382,5091,1273,172,6192,mlp,cohen_kappa,0.9378
Q9Y2T6,0.975,0.9627,0.0,0.0,0.995,0.9947,0.8864,0.8921,0.99,0.99,0.7949,0.7949,0.99,0.9888,0.7452,0.7707,799,200,27,972,rf,f1_score,0.9947
P08684,0.972,0.9582,0.0,0.0,0.9822,0.9781,0.5263,0.5976,0.9746,0.9746,0.5324,0.5324,0.9771,0.9719,0.3909,0.4439,1568,393,53,1908,rf,f1_score,0.9781
P31644,0.9942,0.9942,0.9642,0.9645,0.9933,0.9932,0.9589,0.9589,0.9865,0.9867,0.9204,0.9209,0.9942,0.9942,0.9642,0.9645,4153,1039,472,4720,xgb,cohen_kappa,0.9642
P08069,0.9925,0.9924,0.9537,0.9538,0.9945,0.9945,0.9662,0.9664,0.9938,0.9938,0.9626,0.9626,0.9952,0.9952,0.9711,0.9712,5825,1457,662,6620,mlp,cohen_kappa,0.9711
P14625,0.9143,0.9133,0.8059,0.8076,0.9429,0.9415,0.8679,0.8756,0.9714,0.9711,0.9353,0.9373,0.9429,0.9415,0.8679,0.8756,139,35,58,116,svc,cohen_kappa,0.9353
Q99683,0.989,0.9887,0.9274,0.9298,1.0,1.0,1.0,1.0,0.989,0.9893,0.9351,0.9371,0.989,0.9887,0.9274,0.9298,360,91,41,410,rf,cohen_kappa,1.0
P35346,0.9881,0.9881,0.9732,0.9732,1.0,1.0,1.0,1.0,0.9881,0.9881,0.9735,0.9738,0.9881,0.9881,0.9732,0.9732,669,168,279,558,rf,cohen_kappa,1.0
P35354,0.9932,0.9931,0.9575,0.9584,0.9917,0.9916,0.948,0.9491,0.9859,0.9858,0.914,0.9141,0.9915,0.9913,0.9469,0.9474,13569,3393,1542,15420,xgb,cohen_kappa,0.9575
P51686,0.9874,0.9855,0.6865,0.723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9937,0.9933,0.8635,0.8717,2545,637,86,3096,rf,cohen_kappa,1.0
Q9ULX7,0.9957,0.9955,0.9129,0.9163,0.9964,0.9964,0.9307,0.9308,0.9905,0.9907,0.8294,0.8306,0.9977,0.9977,0.9564,0.9564,12168,3042,414,14796,mlp,cohen_kappa,0.9564
P21964,0.9713,0.9572,0.0,0.0,0.9943,0.994,0.886,0.8918,0.9943,0.9945,0.9062,0.9102,1.0,1.0,1.0,1.0,1395,349,48,1696,mlp,f1_score,1.0
P05413,0.9708,0.9564,0.0,0.0,0.9883,0.9869,0.7444,0.77,0.9825,0.9815,0.6578,0.6621,0.9883,0.9869,0.7444,0.77,680,171,23,828,rf,f1_score,0.9869
P55212,0.9735,0.9604,0.0,0.0,0.9823,0.978,0.4933,0.5722,0.9867,0.9861,0.7205,0.7237,0.9912,0.9903,0.7957,0.8128,1805,452,61,2196,mlp,f1_score,0.9903
P21980,0.9884,0.9881,0.9248,0.9274,0.9913,0.9911,0.9444,0.9459,0.9827,0.9831,0.8995,0.9016,0.9913,0.9913,0.9461,0.9462,1381,346,157,1570,mlp,cohen_kappa,0.9461
P78527,0.9922,0.9916,0.8295,0.8418,0.9951,0.9949,0.8995,0.9041,0.9942,0.9944,0.897,0.8991,0.9961,0.9962,0.929,0.9296,4114,1029,139,5004,mlp,cohen_kappa,0.929
P08311,0.9696,0.9546,0.0,0.0,0.9957,0.9955,0.9209,0.9238,0.9717,0.975,0.6348,0.6561,0.9935,0.9931,0.8767,0.8834,1840,460,68,2232,rf,f1_score,0.9955
P21728,0.9945,0.9942,0.8847,0.8906,0.9942,0.9939,0.8771,0.8838,0.9952,0.9953,0.9108,0.9112,0.9952,0.9951,0.9066,0.9068,12461,3116,421,15156,svc,cohen_kappa,0.9108
P60842,0.9721,0.9583,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9721,0.9583,0.0,0.0,858,215,29,1044,rf,f1_score,1.0
P78536,0.9988,0.9988,0.993,0.993,0.9988,0.9988,0.993,0.993,0.9946,0.9947,0.968,0.9682,0.9977,0.9977,0.9861,0.9861,10428,2607,1185,11850,xgb,cohen_kappa,0.993
Q06124,0.9412,0.9295,0.546,0.6128,0.9412,0.9295,0.546,0.6128,0.9608,0.9608,0.7783,0.7783,0.9412,0.9295,0.546,0.6128,202,51,23,230,svc,cohen_kappa,0.7783
Q3SYC2,0.9977,0.9976,0.954,0.9551,0.9985,0.9984,0.9698,0.9702,0.9992,0.9992,0.9851,0.9852,0.9977,0.9977,0.9566,0.9567,5209,1303,176,6336,svc,cohen_kappa,0.9851
P06241,0.9057,0.8608,0.0,0.0,0.9057,0.8608,0.0,0.0,0.9245,0.9159,0.4619,0.4796,0.8679,0.8613,0.151,0.1522,211,53,24,240,svc,f1_score,0.9159
P16083,0.9967,0.9967,0.98,0.9802,1.0,1.0,1.0,1.0,0.9935,0.9936,0.9619,0.9626,0.9869,0.9867,0.9188,0.9195,1223,306,139,1390,rf,cohen_kappa,1.0
P33316,0.9904,0.9893,0.7758,0.7961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9979,0.9978,0.9572,0.9581,3729,933,126,4536,rf,cohen_kappa,1.0
P17538,0.9743,0.9616,0.0,0.0,0.9936,0.9931,0.8539,0.8632,0.9678,0.9721,0.5301,0.5525,0.9743,0.9616,0.0,0.0,1243,311,42,1512,rf,f1_score,0.9931
P50416,0.998,0.998,0.9603,0.9611,0.9991,0.9991,0.9833,0.9835,0.9974,0.9975,0.952,0.9524,0.9997,0.9997,0.9945,0.9945,13944,3487,472,16959,mlp,cohen_kappa,0.9945
P06493,0.9866,0.9845,0.6606,0.7023,0.9945,0.9942,0.8825,0.8886,0.9929,0.9931,0.8696,0.8704,0.9969,0.9969,0.9412,0.9416,5091,1273,172,6192,mlp,cohen_kappa,0.9412
Q9H237,1.0,1.0,1.0,1.0,0.9333,0.9312,0.8421,0.8528,0.9333,0.9346,0.8571,0.866,1.0,1.0,1.0,1.0,57,15,24,48,xgb,cohen_kappa,1.0
P52895,0.9716,0.9577,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9965,0.9963,0.9315,0.9337,1124,282,38,1368,rf,f1_score,1.0
Q99808,0.994,0.9936,0.872,0.8792,0.9977,0.9977,0.9554,0.9563,0.9985,0.9985,0.9715,0.9715,0.9962,0.9962,0.9256,0.9265,5329,1333,181,6481,svc,cohen_kappa,0.9715
P11766,0.9739,0.961,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9913,0.9919,0.8528,0.8622,917,230,31,1116,rf,f1_score,1.0
P29371,0.9919,0.9918,0.9504,0.9506,0.9988,0.9988,0.993,0.993,0.9988,0.9988,0.993,0.993,0.9931,0.993,0.9577,0.9578,3458,865,393,3930,rf,cohen_kappa,0.993
O60741,0.9796,0.9782,0.8464,0.8566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,49,22,220,rf,cohen_kappa,1.0
Q96EB6,0.9675,0.9643,0.766,0.7878,0.974,0.972,0.8197,0.8333,0.961,0.9622,0.7785,0.7807,0.9675,0.9658,0.7826,0.7894,616,154,70,700,rf,cohen_kappa,0.8197
P18054,0.9899,0.9898,0.9705,0.9709,0.9772,0.9768,0.9323,0.9344,0.9747,0.9747,0.9275,0.9275,0.9722,0.9722,0.9205,0.9206,1580,395,447,1528,xgb,cohen_kappa,0.9705
P10145,0.9091,0.8658,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176,44,20,200,rf,f1_score,1.0
P10619,0.9993,0.9993,0.9859,0.986,0.9993,0.9993,0.9859,0.986,0.9993,0.9993,0.9859,0.986,0.9986,0.9985,0.9715,0.9719,5535,1384,187,6732,xgb,cohen_kappa,0.9859
P21731,0.9954,0.9954,0.9718,0.9719,0.9969,0.9969,0.9811,0.9812,0.9908,0.9908,0.9449,0.9451,0.9938,0.9938,0.9627,0.9627,2596,649,295,2950,rf,cohen_kappa,0.9811
O14746,0.9831,0.9823,0.8875,0.8931,0.9831,0.9823,0.8875,0.8931,0.9803,0.9801,0.8781,0.8782,0.9775,0.9771,0.8586,0.8592,1416,355,161,1610,xgb,cohen_kappa,0.8875
O60502,0.9737,0.9734,0.9404,0.9421,0.9737,0.9734,0.9404,0.9421,1.0,1.0,1.0,1.0,0.9737,0.9734,0.9404,0.9421,148,38,62,124,svc,cohen_kappa,1.0
Q9HCG7,0.9975,0.9975,0.9511,0.9523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9938,0.9939,0.8857,0.8859,3226,807,109,3924,rf,cohen_kappa,1.0
P06881,0.9726,0.9591,0.0,0.0,0.9958,0.9956,0.9145,0.9179,0.9937,0.9938,0.8856,0.8863,0.9979,0.9978,0.9589,0.9597,1894,474,64,2304,mlp,f1_score,0.9978
Q5S007,0.988,0.9878,0.9245,0.9257,0.99,0.9897,0.9364,0.9383,0.99,0.9899,0.9383,0.9386,0.988,0.9876,0.9229,0.9257,4004,1001,455,4550,svc,cohen_kappa,0.9383
Q9HBW0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7692,0.7776,0.5517,0.6172,0.8462,0.8282,0.5806,0.6396,50,13,21,42,xgb,cohen_kappa,1.0
P32247,0.9874,0.9855,0.7,0.7338,0.9987,0.9987,0.9761,0.9764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3162,791,108,3845,svc,cohen_kappa,1.0
P04054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9928,0.9927,0.9561,0.957,554,139,63,630,xgb,cohen_kappa,1.0
P22001,0.9853,0.9854,0.9672,0.9677,0.9779,0.9777,0.9493,0.9506,0.9559,0.9559,0.9004,0.9004,0.9779,0.9779,0.9499,0.95,542,136,226,452,xgb,cohen_kappa,0.9672
P17936,0.9884,0.988,0.927,0.9295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9535,0.9575,0.7749,0.7953,343,86,39,390,rf,cohen_kappa,1.0
P42574,0.9931,0.9931,0.9845,0.9845,0.9908,0.9908,0.9792,0.9793,0.9793,0.9793,0.9538,0.9541,0.9747,0.9748,0.9435,0.9438,1732,434,722,1444,xgb,cohen_kappa,0.9845
P05981,0.9688,0.9659,0.7838,0.8028,0.9688,0.9659,0.7838,0.8028,0.9844,0.9837,0.9006,0.9051,0.9531,0.9512,0.7019,0.7054,255,64,29,290,svc,cohen_kappa,0.9006
O15120,0.9827,0.9788,0.5385,0.607,1.0,1.0,1.0,1.0,0.9965,0.9966,0.9394,0.9411,0.9931,0.9935,0.8854,0.8912,2308,578,78,2808,rf,cohen_kappa,1.0
Q9NZJ5,0.9737,0.9739,0.9426,0.9442,0.9737,0.9739,0.9426,0.9442,0.9474,0.9482,0.8872,0.8929,0.9211,0.9226,0.8338,0.8456,148,38,62,124,xgb,cohen_kappa,0.9426
P23280,0.9725,0.9589,0.0,0.0,0.9862,0.984,0.6604,0.7022,0.9738,0.9741,0.5231,0.5233,0.9876,0.9858,0.7039,0.7369,2900,726,98,3528,mlp,f1_score,0.9858
P80365,0.9719,0.9581,0.0,0.0,0.9944,0.9941,0.886,0.8919,0.9831,0.985,0.761,0.7837,0.986,0.9863,0.7547,0.7556,1420,356,48,1728,rf,f1_score,0.9941
P08235,0.9943,0.9942,0.9646,0.9652,0.9972,0.9971,0.9826,0.9827,0.9943,0.9944,0.9666,0.9671,0.9915,0.9915,0.9492,0.9493,1408,352,160,1600,rf,cohen_kappa,0.9826
P35610,0.9855,0.9855,0.912,0.912,0.9927,0.9926,0.9544,0.9554,0.9855,0.9857,0.9151,0.9159,0.9927,0.9926,0.9544,0.9554,1100,275,125,1250,rf,cohen_kappa,0.9544
Q06187,0.9923,0.9922,0.9523,0.9528,0.9974,0.9974,0.9843,0.9844,0.9974,0.9974,0.9847,0.9848,0.9949,0.9949,0.9698,0.9702,3115,779,354,3540,svc,cohen_kappa,0.9847
P36897,0.9967,0.9967,0.98,0.9802,0.9967,0.9967,0.98,0.9802,0.9984,0.9984,0.9903,0.9903,0.9935,0.9935,0.9613,0.9615,2455,614,279,2790,svc,cohen_kappa,0.9903
P49759,0.9884,0.988,0.927,0.9295,0.9884,0.988,0.927,0.9295,0.9651,0.966,0.8042,0.806,0.9419,0.9459,0.7051,0.7164,343,86,39,390,xgb,cohen_kappa,0.927
P28838,0.9747,0.9622,0.0,0.0,0.9958,0.9956,0.9069,0.9109,0.9916,0.9916,0.829,0.829,0.9958,0.9956,0.9069,0.9109,947,237,32,1152,rf,f1_score,0.9956
O60725,0.9773,0.9771,0.9486,0.9499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773,0.9774,0.9502,0.9514,172,44,72,144,rf,cohen_kappa,1.0
P16455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9867,0.9862,0.9158,0.9191,299,75,34,340,xgb,cohen_kappa,1.0
O75582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,308,77,35,350,xgb,cohen_kappa,1.0
P04629,0.9801,0.9793,0.8702,0.8738,0.9851,0.9844,0.9021,0.9065,0.988,0.9879,0.926,0.9263,0.9861,0.9858,0.9119,0.9131,4012,1004,456,4560,svc,cohen_kappa,0.926
P56373,0.9961,0.9961,0.9762,0.9763,0.9983,0.9983,0.9899,0.9899,0.9956,0.9956,0.9736,0.9738,0.9983,0.9983,0.9899,0.9899,7233,1809,822,8220,mlp,cohen_kappa,0.9899
Q13443,0.9708,0.9564,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,680,171,23,828,rf,f1_score,1.0
Q99500,0.9958,0.9957,0.9739,0.9742,0.9979,0.9979,0.9871,0.9872,0.9979,0.9979,0.9873,0.9874,0.9915,0.9913,0.9466,0.9479,1883,471,214,2140,svc,cohen_kappa,0.9873
P00750,0.9881,0.9877,0.9221,0.9249,0.9881,0.9877,0.9221,0.9249,0.9702,0.9707,0.8223,0.8229,0.9881,0.9877,0.9221,0.9249,668,168,76,760,xgb,cohen_kappa,0.9221
Q14654,0.9953,0.995,0.9024,0.9067,0.9988,0.9988,0.9772,0.9774,0.9988,0.9988,0.9781,0.9783,0.9988,0.9988,0.9772,0.9774,3374,844,114,4104,svc,cohen_kappa,0.9781
Q99558,0.9947,0.9948,0.9685,0.9687,0.9989,0.9989,0.9936,0.9936,0.9989,0.9989,0.9936,0.9936,0.9989,0.9989,0.9936,0.9936,3792,949,431,4310,rf,cohen_kappa,0.9936
P08575,0.9716,0.9693,0.8033,0.8193,1.0,1.0,1.0,1.0,0.9929,0.993,0.959,0.9599,0.9787,0.9775,0.8582,0.867,563,141,64,640,rf,cohen_kappa,1.0
P24941,0.9917,0.9915,0.9478,0.9491,0.987,0.9866,0.917,0.9192,0.987,0.987,0.9218,0.9219,0.9917,0.9917,0.9497,0.9497,3370,843,383,3830,mlp,cohen_kappa,0.9497
P32245,0.9996,0.9996,0.9974,0.9974,0.9996,0.9996,0.9974,0.9974,0.9983,0.9983,0.9896,0.9897,0.9978,0.9978,0.987,0.987,9240,2310,1050,10500,xgb,cohen_kappa,0.9974
P13807,0.9747,0.9622,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,947,237,32,1152,rf,f1_score,1.0
P29401,0.9811,0.9802,0.8787,0.8853,0.9906,0.9903,0.9422,0.9438,0.9811,0.9819,0.8987,0.9033,0.9717,0.9723,0.8415,0.8427,422,106,48,480,rf,cohen_kappa,0.9422
P23415,0.913,0.8715,0.0,0.0,0.971,0.9683,0.785,0.8038,0.8696,0.8861,0.4035,0.4276,0.9275,0.903,0.2675,0.393,272,69,31,310,rf,f1_score,0.9683
P04818,0.9937,0.9936,0.9614,0.9616,0.9968,0.9968,0.9807,0.9809,0.9937,0.9937,0.962,0.962,0.9937,0.9936,0.9608,0.9616,2534,634,288,2880,rf,cohen_kappa,0.9807
Q15046,0.963,0.9634,0.9189,0.922,0.963,0.9634,0.9189,0.922,0.963,0.9634,0.9189,0.922,0.963,0.9634,0.9189,0.922,108,27,45,90,xgb,cohen_kappa,0.9189
P10721,0.9905,0.9904,0.9413,0.9416,0.9905,0.9903,0.9405,0.9414,0.9905,0.9905,0.9429,0.9429,0.9878,0.9876,0.9246,0.9249,2939,735,334,3340,svc,cohen_kappa,0.9429
P30989,0.9913,0.9911,0.9426,0.9442,0.9913,0.9911,0.9426,0.9442,1.0,1.0,1.0,1.0,0.9913,0.9911,0.9426,0.9442,457,115,52,520,svc,cohen_kappa,1.0
P08709,0.9958,0.9956,0.9162,0.9194,0.9979,0.9978,0.9597,0.9605,0.9968,0.9969,0.9428,0.943,0.9974,0.9973,0.951,0.9511,7555,1889,264,9180,rf,cohen_kappa,0.9597
P98170,0.9981,0.9981,0.9885,0.9885,0.999,0.999,0.9942,0.9943,0.9971,0.9972,0.983,0.9832,1.0,1.0,1.0,1.0,4206,1052,478,4780,mlp,cohen_kappa,1.0
P15144,0.9727,0.9592,0.0,0.0,0.9984,0.9984,0.9689,0.9693,0.9775,0.9796,0.6555,0.6685,0.9871,0.9863,0.7269,0.7337,2486,622,84,3024,rf,f1_score,0.9984
Q495T6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897,0.9894,0.9355,0.9375,387,97,44,440,xgb,cohen_kappa,1.0
P35869,0.9758,0.9741,0.8294,0.8417,0.9839,0.9839,0.9002,0.9002,0.9677,0.9689,0.8156,0.8191,0.9839,0.9839,0.9002,0.9002,492,124,56,560,rf,cohen_kappa,0.9002
Q01726,0.9821,0.9812,0.8793,0.8858,1.0,1.0,1.0,1.0,0.9881,0.9884,0.9309,0.9332,1.0,1.0,1.0,1.0,668,168,76,760,rf,cohen_kappa,1.0
P08842,0.9945,0.9944,0.966,0.9661,0.9963,0.9963,0.9771,0.9774,0.9963,0.9963,0.9776,0.9776,0.9963,0.9963,0.9776,0.9776,2164,542,246,2460,svc,cohen_kappa,0.9776
P00797,0.9972,0.9972,0.9832,0.9832,0.998,0.998,0.988,0.988,0.9974,0.9974,0.9846,0.9846,0.9984,0.9984,0.9904,0.9904,20257,5065,2302,23020,mlp,cohen_kappa,0.9904
P00813,0.9716,0.9577,0.0,0.0,1.0,1.0,1.0,1.0,0.9965,0.9966,0.9394,0.9411,0.9965,0.9963,0.9315,0.9337,1124,282,38,1368,rf,f1_score,1.0
P34913,0.9923,0.9923,0.9525,0.953,0.99,0.9899,0.9377,0.9384,0.9877,0.9878,0.9273,0.9277,0.9884,0.9885,0.9319,0.9326,12020,3006,1366,13660,xgb,cohen_kappa,0.9525
Q92847,0.997,0.9969,0.9416,0.9427,0.9976,0.9976,0.9538,0.9544,0.9964,0.9965,0.935,0.9355,0.9976,0.9976,0.9543,0.9546,13356,3340,460,16236,mlp,cohen_kappa,0.9543
Q14790,0.9895,0.9883,0.7517,0.776,0.9977,0.9976,0.9534,0.9544,0.9988,0.9988,0.9772,0.9774,0.9988,0.9988,0.9772,0.9774,3438,860,117,4181,svc,cohen_kappa,0.9772
P12931,0.9958,0.9958,0.9746,0.9747,0.9944,0.9944,0.9659,0.9661,0.9986,0.9986,0.9917,0.9917,0.9937,0.9937,0.9621,0.9621,5746,1437,653,6530,svc,cohen_kappa,0.9917
O14649,1.0,1.0,1.0,1.0,0.9956,0.9956,0.9732,0.9735,0.9911,0.9913,0.9475,0.9488,1.0,1.0,1.0,1.0,897,225,102,1020,xgb,cohen_kappa,1.0
P48449,0.9748,0.9736,0.8364,0.8414,0.9874,0.987,0.92,0.9229,0.9832,0.9835,0.9038,0.9048,0.9748,0.9757,0.8611,0.8648,950,238,108,1080,rf,cohen_kappa,0.92
P17252,0.9877,0.9873,0.9201,0.9231,0.9938,0.9937,0.9613,0.9621,0.9979,0.9979,0.9874,0.9875,0.9959,0.9959,0.975,0.975,1944,487,221,2210,svc,cohen_kappa,0.9874
P08183,0.9677,0.9678,0.9277,0.9277,0.9795,0.9795,0.954,0.954,0.9795,0.9795,0.954,0.954,0.9677,0.9679,0.9283,0.9288,1363,341,568,1136,rf,cohen_kappa,0.954
O95271,0.9905,0.9904,0.9407,0.9412,0.9905,0.9903,0.9393,0.941,0.9834,0.984,0.9065,0.9105,0.9881,0.9882,0.9285,0.9286,1680,421,191,1910,xgb,cohen_kappa,0.9407
P17752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,290,73,121,242,xgb,cohen_kappa,1.0
