,xgb_accuracy,xgb_f1_score,xgb_cohen_kappa,xgb_mcc,rf_accuracy,rf_f1_score,rf_cohen_kappa,rf_mcc,svc_accuracy,svc_f1_score,svc_cohen_kappa,svc_mcc,mlp_accuracy,mlp_f1_score,mlp_cohen_kappa,mlp_mcc,train_count,test_count,actives_count,decoys_count,best_model,best_metric,best_score
Q8TEK3,0.9855,0.986,0.9151,0.9184,0.9855,0.986,0.9151,0.9184,1.0,1.0,1.0,1.0,0.9855,0.9849,0.9013,0.9057,272,69,31,310,svc,cohen_kappa,1.0
O15151,0.8889,0.8902,0.7568,0.7593,0.963,0.9624,0.9143,0.9177,0.963,0.9624,0.9143,0.9177,0.963,0.9624,0.9143,0.9177,105,27,44,88,rf,cohen_kappa,0.9143
P17752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,290,73,121,242,xgb,cohen_kappa,1.0
P42574,0.9931,0.9931,0.9845,0.9845,0.9908,0.9908,0.9792,0.9793,0.9793,0.9793,0.9538,0.9541,0.9747,0.9748,0.9435,0.9438,1732,434,722,1444,xgb,cohen_kappa,0.9845
P28161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9481,0.9531,0.75,0.7746,308,77,35,350,xgb,cohen_kappa,1.0
P16083,0.9967,0.9967,0.98,0.9802,1.0,1.0,1.0,1.0,0.9935,0.9936,0.9619,0.9626,0.9869,0.9867,0.9188,0.9195,1223,306,139,1390,rf,cohen_kappa,1.0
P22001,0.9853,0.9854,0.9672,0.9677,0.9779,0.9777,0.9493,0.9506,0.9559,0.9559,0.9004,0.9004,0.9779,0.9779,0.9499,0.95,542,136,226,452,xgb,cohen_kappa,0.9672
Q9ULX7,0.9957,0.9955,0.9129,0.9163,0.9964,0.9964,0.9307,0.9308,0.9905,0.9907,0.8294,0.8306,0.9977,0.9977,0.9564,0.9564,12168,3042,414,14796,mlp,cohen_kappa,0.9564
Q12860,0.9939,0.9938,0.9622,0.9629,1.0,1.0,1.0,1.0,0.9939,0.994,0.9644,0.965,0.9939,0.9938,0.9622,0.9629,660,165,75,750,rf,cohen_kappa,1.0
Q09428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96,24,20,100,xgb,cohen_kappa,1.0
P12821,0.997,0.997,0.9424,0.9425,0.9996,0.9996,0.9918,0.9918,0.9948,0.995,0.9078,0.9095,0.9991,0.9991,0.9834,0.9836,9264,2317,313,11268,rf,cohen_kappa,0.9918
P22607,0.9929,0.9927,0.9555,0.9564,0.9957,0.9957,0.9737,0.974,0.9957,0.9957,0.9737,0.974,0.9929,0.9927,0.9555,0.9564,2807,702,319,3190,rf,cohen_kappa,0.9737
P29466,0.9955,0.9955,0.9899,0.99,0.9955,0.9955,0.9899,0.99,0.9866,0.9866,0.9698,0.9699,0.9866,0.9866,0.9698,0.9699,892,224,372,744,xgb,cohen_kappa,0.9899
Q9NPC2,0.9902,0.9899,0.9358,0.9378,0.9902,0.9899,0.9358,0.9378,0.9608,0.9625,0.7785,0.7833,0.9902,0.9899,0.9358,0.9378,404,102,46,460,xgb,cohen_kappa,0.9358
P51512,0.9855,0.9849,0.9013,0.9057,0.9855,0.9849,0.9013,0.9057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,272,69,31,310,svc,cohen_kappa,1.0
P18089,0.9817,0.9769,0.4694,0.5538,0.9908,0.9899,0.788,0.8063,0.975,0.9769,0.5927,0.6007,0.9875,0.9872,0.7477,0.7486,4795,1199,162,5832,rf,cohen_kappa,0.788
Q96EB6,0.9675,0.9643,0.766,0.7878,0.974,0.972,0.8197,0.8333,0.961,0.9622,0.7785,0.7807,0.9675,0.9658,0.7826,0.7894,616,154,70,700,rf,cohen_kappa,0.8197
P25101,0.9929,0.9929,0.984,0.984,0.9976,0.9976,0.9947,0.9947,0.9905,0.9905,0.9787,0.9787,0.9787,0.9788,0.9527,0.9533,1687,422,703,1406,rf,cohen_kappa,0.9947
Q9Y5Y4,0.9976,0.9976,0.9852,0.9852,0.9986,0.9986,0.9915,0.9916,0.9969,0.9969,0.9813,0.9814,0.9979,0.9979,0.9874,0.9874,11519,2880,1309,13090,rf,cohen_kappa,0.9915
P08588,0.9938,0.9934,0.8664,0.8743,0.9969,0.9968,0.9372,0.939,0.9964,0.9963,0.9288,0.9293,0.9969,0.9968,0.9384,0.9392,7725,1932,261,9396,mlp,cohen_kappa,0.9384
Q99808,0.994,0.9936,0.872,0.8792,0.9977,0.9977,0.9554,0.9563,0.9985,0.9985,0.9715,0.9715,0.9962,0.9962,0.9256,0.9265,5329,1333,181,6481,svc,cohen_kappa,0.9715
P51685,0.9712,0.9685,0.7851,0.8039,0.9808,0.9797,0.8648,0.8728,1.0,1.0,1.0,1.0,0.9808,0.9816,0.8895,0.895,413,104,47,470,svc,cohen_kappa,1.0
O60911,0.9281,0.9132,0.414,0.4687,0.9712,0.9688,0.8031,0.8191,0.9568,0.9568,0.7454,0.7454,0.9568,0.9552,0.7266,0.7296,554,139,63,630,rf,cohen_kappa,0.8031
P30305,0.9748,0.973,0.8288,0.8412,0.9916,0.9914,0.9478,0.9491,0.9664,0.9687,0.8278,0.8403,0.9916,0.9914,0.9478,0.9491,475,119,54,540,rf,cohen_kappa,0.9478
P06737,0.9988,0.9988,0.9925,0.9926,0.9988,0.9988,0.9925,0.9926,0.9976,0.9976,0.9853,0.9854,0.9963,0.9963,0.9776,0.9776,3264,817,371,3710,xgb,cohen_kappa,0.9925
Q9UIQ6,0.9677,0.9643,0.7529,0.777,0.9785,0.9771,0.8458,0.856,1.0,1.0,1.0,1.0,0.9892,0.9889,0.9275,0.93,369,93,42,420,svc,cohen_kappa,1.0
P25024,0.997,0.9969,0.9396,0.9413,0.997,0.9969,0.9396,0.9413,0.9954,0.9954,0.9119,0.9123,0.997,0.9969,0.9396,0.9413,2634,659,89,3204,xgb,cohen_kappa,0.9396
Q16288,0.9286,0.9297,0.8511,0.8607,0.9286,0.9265,0.8372,0.8485,0.8571,0.8571,0.6889,0.6889,0.9286,0.9297,0.8511,0.8607,52,14,22,44,xgb,cohen_kappa,0.8511
P42261,0.9818,0.9809,0.8791,0.8856,0.9818,0.9809,0.8791,0.8856,0.9515,0.9551,0.7514,0.7648,0.9697,0.9669,0.7843,0.8032,660,165,75,750,xgb,cohen_kappa,0.8791
P08254,0.997,0.9969,0.9814,0.9814,0.9966,0.9966,0.9792,0.9793,0.9956,0.9956,0.9735,0.9735,0.997,0.997,0.9817,0.9818,11809,2953,1342,13420,mlp,cohen_kappa,0.9817
P78527,0.9922,0.9916,0.8295,0.8418,0.9951,0.9949,0.8995,0.9041,0.9942,0.9944,0.897,0.8991,0.9961,0.9962,0.929,0.9296,4114,1029,139,5004,mlp,cohen_kappa,0.929
Q04760,0.9577,0.9512,0.6468,0.6913,0.9859,0.9853,0.9015,0.9059,0.9437,0.9472,0.6837,0.6925,1.0,1.0,1.0,1.0,281,71,32,320,mlp,cohen_kappa,1.0
P50052,0.9804,0.9804,0.9561,0.9562,1.0,1.0,1.0,1.0,0.9935,0.9935,0.9854,0.9855,0.9935,0.9935,0.9854,0.9855,612,153,255,510,rf,cohen_kappa,1.0
Q5TC84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9574,0.958,0.908,0.9119,184,47,77,154,xgb,cohen_kappa,1.0
Q15761,0.9955,0.9954,0.9719,0.9723,0.9916,0.9914,0.9471,0.948,0.9883,0.9885,0.9311,0.9315,0.9935,0.9935,0.9605,0.9605,6177,1545,702,7020,xgb,cohen_kappa,0.9719
O43174,0.9884,0.9869,0.7278,0.7564,0.9985,0.9985,0.9722,0.9726,0.9985,0.9986,0.9736,0.974,0.9985,0.9986,0.9736,0.974,2752,689,93,3348,svc,cohen_kappa,0.9736
P08183,0.9677,0.9678,0.9277,0.9277,0.9795,0.9795,0.954,0.954,0.9795,0.9795,0.954,0.954,0.9677,0.9679,0.9283,0.9288,1363,341,568,1136,rf,cohen_kappa,0.954
P29474,0.9479,0.9378,0.5606,0.6241,0.9635,0.9592,0.7225,0.7521,0.9427,0.946,0.6866,0.6937,0.9688,0.9657,0.7697,0.791,765,192,87,870,mlp,cohen_kappa,0.7697
P55899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9577,0.9615,0.7774,0.7974,281,71,32,320,xgb,cohen_kappa,1.0
O15120,0.9827,0.9788,0.5385,0.607,1.0,1.0,1.0,1.0,0.9965,0.9966,0.9394,0.9411,0.9931,0.9935,0.8854,0.8912,2308,578,78,2808,rf,cohen_kappa,1.0
O95136,0.9948,0.9948,0.9686,0.9691,0.9948,0.9948,0.9686,0.9691,0.9897,0.9897,0.9388,0.9388,0.9845,0.9843,0.9058,0.9062,774,194,88,880,xgb,cohen_kappa,0.9686
P15538,0.9828,0.9828,0.9614,0.9614,0.9828,0.9828,0.9614,0.9614,0.9862,0.9862,0.969,0.969,0.9621,0.9619,0.9141,0.9144,1159,290,483,966,svc,cohen_kappa,0.969
O00206,0.9583,0.9559,0.8333,0.8452,1.0,1.0,1.0,1.0,0.9583,0.9601,0.8636,0.8718,0.9583,0.9601,0.8636,0.8718,96,24,20,100,rf,cohen_kappa,1.0
Q9H228,0.9904,0.9902,0.9382,0.94,0.9968,0.9968,0.9801,0.9803,0.9936,0.9936,0.9608,0.9608,0.9968,0.9968,0.9801,0.9803,1249,313,142,1420,rf,cohen_kappa,0.9801
O00400,0.9972,0.9971,0.944,0.9455,1.0,1.0,1.0,1.0,0.9972,0.9973,0.9494,0.9506,1.0,1.0,1.0,1.0,4262,1066,144,5184,rf,cohen_kappa,1.0
P05093,0.9968,0.9968,0.9807,0.9807,0.9926,0.9926,0.955,0.955,0.9894,0.9896,0.9386,0.9397,0.9905,0.9905,0.9427,0.9428,3784,946,430,4300,xgb,cohen_kappa,0.9807
Q14680,0.9993,0.9993,0.9955,0.9955,0.9993,0.9993,0.9955,0.9955,0.9993,0.9993,0.9955,0.9956,1.0,1.0,1.0,1.0,5429,1358,617,6170,mlp,cohen_kappa,1.0
Q9UBN7,0.9792,0.9791,0.9528,0.9532,0.9682,0.9679,0.9272,0.9287,0.9462,0.9464,0.8799,0.8801,0.956,0.9557,0.8999,0.9004,3271,818,1363,2726,xgb,cohen_kappa,0.9528
P07288,0.9811,0.9802,0.8787,0.8853,0.9811,0.9819,0.8987,0.9033,0.9811,0.9819,0.8987,0.9033,1.0,1.0,1.0,1.0,211,53,24,240,mlp,cohen_kappa,1.0
P18031,0.9891,0.9888,0.931,0.9323,0.9904,0.9902,0.9392,0.941,0.9822,0.9823,0.8932,0.8932,0.9904,0.9904,0.9421,0.9421,5852,1463,665,6650,mlp,cohen_kappa,0.9421
P42356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583,0.9601,0.8636,0.8718,96,24,20,100,xgb,cohen_kappa,1.0
Q9Y2I1,0.9654,0.9633,0.7642,0.7719,0.9792,0.9785,0.8638,0.8673,0.9689,0.9701,0.825,0.8289,0.9827,0.9828,0.8961,0.8963,1152,289,131,1310,mlp,cohen_kappa,0.8961
P41597,0.9984,0.9983,0.99,0.99,0.9962,0.9961,0.9764,0.9766,0.9918,0.9919,0.9517,0.9523,0.9967,0.9967,0.9803,0.9804,7295,1824,829,8290,xgb,cohen_kappa,0.99
Q9UBX1,0.9434,0.9321,0.547,0.6136,0.9811,0.9802,0.8787,0.8853,0.9623,0.965,0.8127,0.8274,0.9623,0.9579,0.731,0.7589,211,53,24,240,rf,cohen_kappa,0.8787
P08246,0.9902,0.9899,0.9377,0.9396,0.9837,0.983,0.8931,0.8977,0.9692,0.9702,0.8266,0.8296,0.9888,0.9886,0.9304,0.9309,8571,2143,974,9740,xgb,cohen_kappa,0.9377
P49137,0.983,0.9825,0.8893,0.8921,0.9976,0.9976,0.985,0.9851,0.9927,0.9928,0.956,0.9561,0.9854,0.9851,0.9064,0.9081,1645,412,187,1870,rf,cohen_kappa,0.985
Q9BSW2,0.9839,0.9831,0.8913,0.8966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9839,0.9845,0.9078,0.9117,492,124,56,560,rf,cohen_kappa,1.0
Q07869,0.9974,0.9974,0.9841,0.9842,0.9974,0.9974,0.9841,0.9842,0.9935,0.9935,0.9609,0.961,0.9883,0.9882,0.9288,0.9288,3062,766,348,3480,xgb,cohen_kappa,0.9841
P53350,1.0,1.0,1.0,1.0,0.9946,0.9946,0.9668,0.9673,0.9946,0.9947,0.9685,0.9689,0.9973,0.9973,0.9836,0.9837,1487,372,169,1690,xgb,cohen_kappa,1.0
P11169,0.9565,0.9571,0.9069,0.9108,0.9565,0.9558,0.9013,0.9057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88,23,37,74,svc,cohen_kappa,1.0
P05981,0.9688,0.9659,0.7838,0.8028,0.9688,0.9659,0.7838,0.8028,0.9844,0.9837,0.9006,0.9051,0.9531,0.9512,0.7019,0.7054,255,64,29,290,svc,cohen_kappa,0.9006
P28074,0.9879,0.9875,0.922,0.9248,0.9939,0.9938,0.9622,0.9629,0.9939,0.9938,0.9622,0.9629,0.9919,0.9918,0.9501,0.9504,1980,495,225,2250,rf,cohen_kappa,0.9622
P32246,0.9933,0.9928,0.8538,0.863,0.9969,0.9968,0.9364,0.9383,0.9946,0.9948,0.9035,0.9054,0.9982,0.9982,0.9652,0.9653,8909,2228,301,10836,mlp,cohen_kappa,0.9652
O60760,0.9588,0.955,0.6987,0.7155,0.9706,0.9679,0.7848,0.8036,0.9412,0.9443,0.6737,0.6795,0.9588,0.9567,0.7187,0.724,677,170,77,770,rf,cohen_kappa,0.7848
Q9NZJ5,0.9737,0.9739,0.9426,0.9442,0.9737,0.9739,0.9426,0.9442,0.9474,0.9482,0.8872,0.8929,0.9211,0.9226,0.8338,0.8456,148,38,62,124,xgb,cohen_kappa,0.9426
Q15661,0.9806,0.9806,0.9561,0.9561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9612,0.9609,0.9109,0.9118,410,103,171,342,rf,cohen_kappa,1.0
P28702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,545,137,62,620,xgb,cohen_kappa,1.0
P51452,0.9615,0.9592,0.8354,0.847,0.9615,0.9592,0.8354,0.847,0.8846,0.8897,0.5979,0.6034,0.8077,0.8269,0.4348,0.4622,100,26,21,105,xgb,cohen_kappa,0.8354
P04150,0.9966,0.9966,0.9924,0.9924,0.9887,0.9887,0.9747,0.9747,0.991,0.991,0.9797,0.9797,0.9854,0.9854,0.9673,0.9674,3552,888,1480,2960,xgb,cohen_kappa,0.9924
Q99895,0.9767,0.9752,0.8448,0.8551,0.9884,0.988,0.927,0.9295,0.9884,0.988,0.927,0.9295,0.9767,0.9752,0.8448,0.8551,343,86,39,390,rf,cohen_kappa,0.927
P35869,0.9758,0.9741,0.8294,0.8417,0.9839,0.9839,0.9002,0.9002,0.9677,0.9689,0.8156,0.8191,0.9839,0.9839,0.9002,0.9002,492,124,56,560,rf,cohen_kappa,0.9002
P42575,1.0,1.0,1.0,1.0,0.9828,0.9819,0.8797,0.8861,0.9828,0.9819,0.8797,0.8861,0.9828,0.9819,0.8797,0.8861,228,58,26,260,xgb,cohen_kappa,1.0
P35346,0.9881,0.9881,0.9732,0.9732,1.0,1.0,1.0,1.0,0.9881,0.9881,0.9735,0.9738,0.9881,0.9881,0.9732,0.9732,669,168,279,558,rf,cohen_kappa,1.0
P17706,0.9971,0.9971,0.9825,0.9827,0.9971,0.9971,0.9825,0.9827,0.9856,0.9859,0.9174,0.9186,0.9885,0.9887,0.9331,0.9336,1390,348,158,1580,xgb,cohen_kappa,0.9825
Q08828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9899,0.9901,0.9418,0.9434,396,99,45,450,xgb,cohen_kappa,1.0
P16455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9867,0.9862,0.9158,0.9191,299,75,34,340,xgb,cohen_kappa,1.0
Q96RJ0,0.9748,0.973,0.8288,0.8412,0.958,0.9523,0.6854,0.722,0.9832,0.9838,0.9074,0.9113,0.9748,0.973,0.8288,0.8412,475,119,54,540,svc,cohen_kappa,0.9074
O95665,0.9839,0.9832,0.9003,0.9048,0.9839,0.9832,0.9003,0.9048,1.0,1.0,1.0,1.0,0.9839,0.9844,0.9141,0.9175,246,62,28,280,svc,cohen_kappa,1.0
P07858,0.9899,0.989,0.7728,0.787,0.9924,0.992,0.8383,0.845,0.9865,0.9867,0.7506,0.751,0.9933,0.9934,0.8753,0.8757,14237,3560,481,17316,mlp,cohen_kappa,0.8753
Q13510,0.9892,0.9889,0.9275,0.93,1.0,1.0,1.0,1.0,0.9785,0.9796,0.8771,0.8838,1.0,1.0,1.0,1.0,369,93,42,420,rf,cohen_kappa,1.0
P30411,0.9917,0.9912,0.8351,0.8402,0.9954,0.9953,0.9143,0.9148,0.9963,0.9963,0.9346,0.9347,0.9954,0.9954,0.917,0.917,8638,2160,310,10488,svc,cohen_kappa,0.9346
Q8NET8,0.9979,0.9979,0.9874,0.9875,0.9979,0.9979,0.9874,0.9875,0.9918,0.9919,0.951,0.9513,0.9959,0.9959,0.9745,0.9748,1944,487,221,2210,xgb,cohen_kappa,0.9874
Q9NP59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,17,28,56,xgb,cohen_kappa,1.0
Q16769,0.9906,0.9896,0.7811,0.8005,0.9969,0.9968,0.9359,0.9378,0.9961,0.9962,0.9276,0.9284,0.9969,0.9968,0.9378,0.9382,5091,1273,172,6192,mlp,cohen_kappa,0.9378
P53609,0.9804,0.9794,0.8783,0.8849,0.9804,0.9794,0.8783,0.8849,0.9804,0.9794,0.8783,0.8849,0.9804,0.9794,0.8783,0.8849,202,51,23,230,xgb,cohen_kappa,0.8783
Q13093,0.9881,0.9878,0.9234,0.9261,0.9941,0.994,0.9629,0.9635,0.9955,0.9956,0.9732,0.9732,0.9955,0.9955,0.9728,0.9728,2692,674,306,3060,svc,cohen_kappa,0.9732
P15144,0.9784,0.9771,0.8551,0.8642,0.9784,0.9778,0.8632,0.8652,0.9838,0.984,0.9053,0.9058,0.973,0.9708,0.8134,0.8279,739,185,84,840,svc,cohen_kappa,0.9053
P02708,0.9167,0.9048,0.625,0.6742,0.9583,0.9601,0.8636,0.8718,0.875,0.8803,0.5909,0.5965,0.9167,0.9167,0.7,0.7,96,24,20,100,rf,cohen_kappa,0.8636
P41146,0.9961,0.9961,0.9763,0.9765,0.9928,0.9927,0.955,0.9557,0.9947,0.9948,0.9687,0.969,0.9957,0.9957,0.9739,0.9739,8307,2077,944,9440,xgb,cohen_kappa,0.9763
P20292,0.9909,0.9906,0.9418,0.9434,0.9868,0.9863,0.9141,0.9174,0.9837,0.9839,0.9031,0.9034,0.9858,0.9857,0.9126,0.9127,3933,984,447,4470,xgb,cohen_kappa,0.9418
P08069,0.9925,0.9924,0.9537,0.9538,0.9945,0.9945,0.9662,0.9664,0.9938,0.9938,0.9626,0.9626,0.9952,0.9952,0.9711,0.9712,5825,1457,662,6620,mlp,cohen_kappa,0.9711
P60842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,255,64,29,290,xgb,cohen_kappa,1.0
P14416,0.9774,0.9774,0.9491,0.9491,0.9739,0.9738,0.9409,0.9411,0.9697,0.9698,0.9323,0.9325,0.9774,0.9774,0.9489,0.9491,5676,1419,2365,4730,xgb,cohen_kappa,0.9491
P53779,0.9821,0.9812,0.8793,0.8858,0.9821,0.9812,0.8793,0.8858,0.9821,0.9815,0.8831,0.8858,0.9821,0.9812,0.8793,0.8858,1337,335,152,1520,svc,cohen_kappa,0.8831
P41229,0.9091,0.9048,0.7805,0.8,0.8788,0.8704,0.7,0.7338,0.9697,0.9693,0.9302,0.9325,0.8182,0.813,0.5714,0.5774,129,33,54,108,svc,cohen_kappa,0.9302
Q15910,0.9965,0.9964,0.9781,0.9783,1.0,1.0,1.0,1.0,0.9982,0.9982,0.9893,0.9894,0.9982,0.9982,0.9893,0.9894,2252,564,256,2560,rf,cohen_kappa,1.0
P35354,0.9932,0.9931,0.9575,0.9584,0.9917,0.9916,0.948,0.9491,0.9859,0.9858,0.914,0.9141,0.9915,0.9913,0.9469,0.9474,13569,3393,1542,15420,xgb,cohen_kappa,0.9575
P05186,0.9963,0.9963,0.9864,0.9865,0.9925,0.9925,0.9726,0.9729,0.9888,0.9889,0.9599,0.96,0.9869,0.9871,0.9539,0.9544,2143,536,447,2232,xgb,cohen_kappa,0.9864
Q9UNQ0,0.9848,0.9819,0.6022,0.6563,0.9932,0.9928,0.8538,0.863,0.9941,0.9943,0.8955,0.898,0.9941,0.9938,0.8783,0.8817,4736,1184,160,5760,svc,cohen_kappa,0.8955
O14939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9938,0.9939,0.9643,0.9649,1.0,1.0,1.0,1.0,642,161,73,730,xgb,cohen_kappa,1.0
Q9Y210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,49,22,220,xgb,cohen_kappa,1.0
P18054,0.9899,0.9898,0.9705,0.9709,0.9772,0.9768,0.9323,0.9344,0.9747,0.9747,0.9275,0.9275,0.9722,0.9722,0.9205,0.9206,1580,395,447,1528,xgb,cohen_kappa,0.9705
P04278,1.0,1.0,1.0,1.0,0.9949,0.9948,0.9686,0.9691,0.9949,0.995,0.9702,0.9706,0.9949,0.9948,0.9686,0.9691,783,196,89,890,xgb,cohen_kappa,1.0
P27338,0.9211,0.9205,0.8197,0.8207,0.9427,0.9416,0.8667,0.871,0.8925,0.8915,0.7541,0.755,0.9247,0.9244,0.8293,0.8295,1113,279,464,928,rf,cohen_kappa,0.8667
P17936,0.9884,0.988,0.927,0.9295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9535,0.9575,0.7749,0.7953,343,86,39,390,rf,cohen_kappa,1.0
P55157,1.0,1.0,1.0,1.0,0.997,0.9969,0.9814,0.9816,1.0,1.0,1.0,1.0,0.9939,0.9939,0.9633,0.9633,1320,330,150,1500,xgb,cohen_kappa,1.0
P18825,0.989,0.9877,0.742,0.768,0.9938,0.9934,0.8682,0.8758,0.9914,0.9915,0.8404,0.8405,0.9943,0.9941,0.8839,0.8865,8376,2095,283,10188,mlp,cohen_kappa,0.8839
P17931,0.9804,0.9794,0.8783,0.8849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,202,51,23,230,rf,cohen_kappa,1.0
O95977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9609,0.9639,0.8063,0.8219,510,128,58,580,xgb,cohen_kappa,1.0
P55072,0.9944,0.9943,0.9647,0.9653,0.9972,0.9972,0.9826,0.9827,0.9972,0.9972,0.9831,0.9832,0.9915,0.9916,0.9492,0.9493,1416,355,161,1610,svc,cohen_kappa,0.9831
Q495T6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897,0.9894,0.9355,0.9375,387,97,44,440,xgb,cohen_kappa,1.0
P09871,0.9982,0.9982,0.9646,0.9652,0.9982,0.9982,0.9646,0.9652,0.9982,0.9982,0.9646,0.9652,0.9982,0.9982,0.9646,0.9652,2220,555,75,2700,xgb,cohen_kappa,0.9646
P11388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9167,0.9048,0.625,0.6742,96,24,20,100,xgb,cohen_kappa,1.0
Q01064,0.9545,0.9475,0.6452,0.6901,0.9545,0.9475,0.6452,0.6901,0.9848,0.9842,0.9009,0.9054,0.9394,0.9394,0.6333,0.6333,264,66,30,300,svc,cohen_kappa,0.9009
Q13443,0.9804,0.9794,0.8783,0.8849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9412,0.9295,0.546,0.6128,202,51,23,230,rf,cohen_kappa,1.0
P31644,0.9942,0.9942,0.9642,0.9645,0.9933,0.9932,0.9589,0.9589,0.9865,0.9867,0.9204,0.9209,0.9942,0.9942,0.9642,0.9645,4153,1039,472,4720,xgb,cohen_kappa,0.9642
P35414,0.8462,0.848,0.6977,0.7319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9231,0.924,0.8434,0.8539,48,13,25,36,rf,cohen_kappa,1.0
P50391,0.9773,0.9758,0.8451,0.8554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773,0.9784,0.8764,0.8832,176,44,20,200,rf,cohen_kappa,1.0
P07477,0.9916,0.9916,0.981,0.981,0.9937,0.9937,0.9857,0.9857,0.9831,0.9832,0.9624,0.9628,0.9684,0.9685,0.9294,0.9296,1893,474,789,1578,rf,cohen_kappa,0.9857
O00255,0.9815,0.9805,0.8789,0.8854,0.9815,0.9805,0.8789,0.8854,0.9907,0.9909,0.9473,0.9486,0.963,0.9587,0.7313,0.7593,431,108,49,490,svc,cohen_kappa,0.9473
P17655,0.9872,0.9853,0.6784,0.7164,0.9947,0.9944,0.8862,0.892,0.9957,0.9956,0.9109,0.9145,0.9979,0.9978,0.9572,0.9581,3759,940,127,4572,mlp,cohen_kappa,0.9572
P56524,0.9918,0.9911,0.8185,0.8323,0.9951,0.9949,0.8998,0.9043,0.9929,0.9929,0.8653,0.8653,0.9959,0.9958,0.9188,0.92,10685,2672,363,12994,mlp,cohen_kappa,0.9188
Q9NYA1,0.9796,0.9782,0.8464,0.8566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,49,22,220,rf,cohen_kappa,1.0
P98073,0.9987,0.9987,0.9749,0.9753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6216,1554,210,7560,rf,cohen_kappa,1.0
P00797,0.9972,0.9972,0.9832,0.9832,0.998,0.998,0.988,0.988,0.9974,0.9974,0.9846,0.9846,0.9984,0.9984,0.9904,0.9904,20257,5065,2302,23020,mlp,cohen_kappa,0.9904
Q9NR22,0.9773,0.9758,0.8451,0.8554,1.0,1.0,1.0,1.0,0.9773,0.9784,0.8764,0.8832,0.9545,0.9475,0.6452,0.6901,176,44,20,200,rf,cohen_kappa,1.0
P43004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,237,60,27,270,xgb,cohen_kappa,1.0
P24530,1.0,1.0,1.0,1.0,0.9916,0.9916,0.9811,0.9812,0.9916,0.9916,0.9813,0.9815,0.9916,0.9916,0.9813,0.9815,475,119,198,396,xgb,cohen_kappa,1.0
Q12866,0.987,0.987,0.9214,0.9214,0.9935,0.9934,0.9594,0.9602,0.9481,0.9521,0.7365,0.7513,0.9935,0.9934,0.9594,0.9602,616,154,70,700,rf,cohen_kappa,0.9594
P11362,0.9846,0.9841,0.9007,0.9037,0.9902,0.99,0.9378,0.9396,0.9874,0.9875,0.9254,0.9257,0.9874,0.9874,0.9233,0.9233,2860,715,325,3250,rf,cohen_kappa,0.9378
